id,times,textString,startTime,endTime,fromSeconds,toSeconds,timeLength
1,"00:00:07,059 --> 00:01:05,222","Tokuma Shoten, Nippon Television, Hakuhodo & Studio Ghibli present WHISPER OF THE HEART Shizuku Yoko Honna: Seiji Issei Takahashi Shizuku's Father: Takashi Tachibana Shizuku's Mother: Shigeru Muroi Baron: Shigeru Tsuyuguchi 'World Emporium' Proprietor: Keiju Kobayashi - Hello.","00:00:07,059","00:01:05,222",7.059,65.222,58.163
2,"00:01:05,242 --> 00:02:03,405","- Hot, isn't it.","00:01:05,242","00:02:03,405",65.242,123.405,58.163
3,"00:02:07,502 --> 00:02:08,461",I'm home.,"00:02:07,502","00:02:08,461",127.502,128.461,0.9590000000000174
4,"00:02:12,466 --> 00:02:13,591",Thanks.,"00:02:12,466","00:02:13,591",132.466,133.591,1.125
5,"00:02:14,134 --> 00:02:17,178",You don't need a bag for just milk!,"00:02:14,134","00:02:17,178",134.134,137.178,3.044000000000011
6,"00:02:17,387 --> 00:02:18,846",They put it in one.,"00:02:17,387","00:02:18,846",137.387,138.846,1.4590000000000032
7,"00:02:19,191 --> 00:02:20,588",Just say 'no'!,"00:02:19,191","00:02:20,588",139.191,140.588,1.3969999999999914
8,"00:02:20,608 --> 00:02:22,005","Pour me some, too.","00:02:20,608","00:02:22,005",140.608,142.005,1.3969999999999914
9,"00:02:22,434 --> 00:02:24,352","Dad, want some barley tea?","00:02:22,434","00:02:24,352",142.434,144.352,1.9180000000000064
10,"00:02:24,561 --> 00:02:27,438",Please...I'll come there.,"00:02:24,561","00:02:27,438",144.561,147.438,2.876999999999981
11,"00:02:28,575 --> 00:02:29,750",- Thanks.,"00:02:28,575","00:02:29,750",148.575,149.75,1.1750000000000114
12,"00:02:29,770 --> 00:02:30,945",The word processor open?,"00:02:29,770","00:02:30,945",149.77,150.945,1.174999999999983
13,"00:02:30,965 --> 00:02:32,140",- I'm still printing.,"00:02:30,965","00:02:32,140",150.965,152.14,1.174999999999983
14,"00:02:33,070 --> 00:02:35,696",I should buy an electronic notebook.,"00:02:33,070","00:02:35,696",153.07,155.696,2.6260000000000048
15,"00:02:37,407 --> 00:02:38,699",You smoke too much.,"00:02:37,407","00:02:38,699",157.407,158.699,1.2920000000000016
16,"00:02:38,825 --> 00:02:41,327","You could've gone to your aunt's, too.","00:02:38,825","00:02:41,327",158.825,161.327,2.5020000000000095
17,"00:02:42,005 --> 00:02:43,173",No.,"00:02:42,005","00:02:43,173",162.005,163.173,1.1680000000000064
18,"00:02:43,193 --> 00:02:44,361",Shiho wears me out.,"00:02:43,193","00:02:44,361",163.193,164.361,1.167999999999978
19,"00:02:45,248 --> 00:02:47,166","Oh, I've got work tomorrow.","00:02:45,248","00:02:47,166",165.248,167.166,1.9180000000000064
20,"00:02:47,292 --> 00:02:48,709",Do you need lunch?,"00:02:47,292","00:02:48,709",167.292,168.709,1.4170000000000016
21,"00:02:48,835 --> 00:02:50,503","No, I'll eat out.","00:02:48,835","00:02:50,503",168.835,170.503,1.667999999999978
22,"00:02:50,629 --> 00:02:54,548",The library's busy going to a bar-code system.,"00:02:50,629","00:02:54,548",170.629,174.548,3.919000000000011
23,"00:02:54,716 --> 00:02:58,010",I like the book-cards better.,"00:02:54,716","00:02:58,010",174.716,178.01,3.2939999999999827
24,"00:02:58,762 --> 00:03:00,221","Me, too.","00:02:58,762","00:03:00,221",178.762,180.221,1.4590000000000032
25,"00:03:00,389 --> 00:03:02,723","Hey, this isn't right...","00:03:00,389","00:03:02,723",180.389,182.723,2.334000000000003
26,"00:03:02,891 --> 00:03:04,225",What?,"00:03:02,891","00:03:04,225",182.891,184.225,1.3340000000000032
27,"00:03:05,268 --> 00:03:07,728",Did you leave out a line?,"00:03:05,268","00:03:07,728",185.268,187.728,2.460000000000008
28,"00:03:08,897 --> 00:03:10,398",You're right!,"00:03:08,897","00:03:10,398",188.897,190.398,1.5010000000000048
29,"00:03:10,701 --> 00:03:12,328",Let me go first.,"00:03:10,701","00:03:12,328",190.701,192.328,1.6270000000000095
30,"00:03:12,348 --> 00:03:13,975",I have to get this right or my prof will complain.,"00:03:12,348","00:03:13,975",192.348,193.975,1.6269999999999811
